design_object_count,layout_count,composition
61,51,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Subtitle']]"
61,18,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Highlight']]"
61,37,"Group:[types=['Group', 'HStack', 'Text'], roles=['Decoration', 'Description', 'Title']]"
60,32,"Group:[types=['HStack'], roles=['Decoration', 'Description']]"
60,22,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Description', 'Marker', 'Separator']]"
59,26,"Group:[types=['Chart', 'Image'], roles=['Decoration', 'Description']]"
59,17,"Group:[types=['SVG', 'Text'], roles=['Marker', 'Separator']]"
59,26,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Title']]"
59,27,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
59,15,"Group:[types=['Text'], roles=['Decoration', 'Marker']]"
58,47,"Group:[types=['Group'], roles=['Background', 'Decoration', 'Title']]"
58,37,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
58,26,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
58,30,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description']]"
57,37,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Title']]"
57,31,"Group:[types=['Table', 'VStack'], roles=['Description']]"
56,29,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
56,17,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Description', 'Marker']]"
55,32,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
55,32,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description']]"
55,16,"Group:[types=['SVG'], roles=['Decoration', 'Highlight']]"
54,12,"ZStack:[types=['SVG', 'Text'], roles=['Decoration', 'Highlight']]"
54,15,"Group:[types=['SVG', 'Text'], roles=['Marker', 'Title']]"
54,17,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Separator']]"
54,32,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Description', 'Title']]"
54,27,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Description', 'Highlight']]"
54,41,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator']]"
54,30,"Group:[types=['SVG', 'Table'], roles=['Description', 'Separator']]"
54,31,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
54,29,"Group:[types=['Group', 'Text'], roles=['Background', 'Highlight']]"
53,37,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
53,31,"Group:[types=['HStack', 'Text'], roles=['Decoration', 'Description']]"
53,36,"Group:[types=['Group', 'HStack'], roles=['Description', 'Highlight', 'Title']]"
53,32,"Group:[types=['Group', 'VStack'], roles=['Highlight', 'Title']]"
53,32,"Group:[types=['Group', 'Table'], roles=['Description', 'Title']]"
53,32,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Description', 'Highlight']]"
53,38,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
52,19,"Group:[types=['VStack'], roles=['Description', 'Separator']]"
52,18,"Group:[types=['Image', 'SVG'], roles=['Decoration', 'Separator']]"
52,25,"Group:[types=['SVG', 'Text'], roles=['Highlight']]"
52,19,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Marker', 'Title']]"
52,17,"Group:[types=['Group', 'Text'], roles=['Description', 'Separator']]"
52,17,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Marker']]"
51,34,"Group:[types=['Group'], roles=['Title']]"
51,33,"Group:[types=['SVG', 'Video'], roles=['Decoration']]"
50,21,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Highlight']]"
49,42,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
49,30,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
48,26,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Description', 'Separator', 'Title']]"
48,19,"Group:[types=['Group'], roles=['Marker']]"
48,38,"Group:[types=['Group'], roles=['Decoration', 'Highlight', 'Title']]"
48,30,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
48,30,"Group:[types=['SVG', 'Text'], roles=['Background', 'Separator', 'Title']]"
48,24,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Description', 'Title']]"
48,18,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
47,26,"Group:[types=['HStack', 'Text'], roles=['Highlight', 'Title']]"
47,17,"Group:[types=['Chart', 'VStack'], roles=['Description', 'Highlight']]"
47,17,"Group:[types=['HStack', 'Text'], roles=['Description', 'Highlight', 'Title']]"
47,16,"Group:[types=['Text'], roles=['Marker', 'Subtitle', 'Title']]"
46,31,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Separator', 'Title']]"
46,33,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Description', 'Separator']]"
46,14,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Description', 'Highlight', 'Separator']]"
45,18,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration', 'Highlight']]"
45,24,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Description']]"
45,30,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Description', 'Title']]"
45,20,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
45,34,"Group:[types=['Group'], roles=['Decoration', 'Description', 'Highlight']]"
45,16,"Group:[types=['Group', 'SVG'], roles=['Marker', 'Separator']]"
44,23,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
44,26,"Group:[types=['SVG', 'Table'], roles=['Background', 'Description', 'Separator']]"
44,30,"Group:[types=['Group', 'HStack'], roles=['Background', 'Decoration', 'Description']]"
44,30,"Group:[types=['SVG', 'Text'], roles=['Description', 'Separator', 'Subtitle', 'Title']]"
44,34,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
44,24,"Group:[types=['SVG', 'Text'], roles=['Highlight', 'Separator', 'Title']]"
43,17,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Decoration', 'Description']]"
43,20,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Title']]"
43,22,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
43,14,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Decoration', 'Description']]"
42,16,"Group:[types=['Chart', 'HStack'], roles=['Description']]"
42,33,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
42,16,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Separator']]"
42,25,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
42,26,"Group:[types=['Group'], roles=['Background', 'Highlight']]"
42,28,"Group:[types=['Chart', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
42,18,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Description']]"
42,6,"Group:[types=['SVG', 'Text'], roles=['Marker']]"
42,2,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
41,18,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
41,21,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Highlight']]"
41,27,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
41,22,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Decoration', 'Description']]"
41,10,"Group:[types=['SVG', 'VStack'], roles=['Decoration', 'Marker']]"
41,29,"Group:[types=['Text', 'VStack'], roles=['Highlight', 'Title']]"
41,26,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Description', 'Highlight', 'Separator']]"
41,20,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Title']]"
40,28,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Decoration', 'Description', 'Title']]"
40,26,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
40,33,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
39,19,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
39,23,"Group:[types=['Group', 'Image'], roles=['Decoration', 'Description', 'Title']]"
39,25,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
38,12,"Group:[types=['Group', 'VStack'], roles=['Description', 'Separator', 'Title']]"
38,14,"Group:[types=['Group'], roles=['Decoration', 'Description', 'Marker']]"
37,21,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Separator', 'Title']]"
37,21,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
37,15,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Separator']]"
37,19,"Group:[types=['Group'], roles=['Separator']]"
37,24,"Group:[types=['SVG', 'VStack'], roles=['Separator', 'Title']]"
37,35,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Decoration']]"
37,19,"Group:[types=['Image', 'Text'], roles=['Description']]"
37,20,"Group:[types=['Image'], roles=['Description']]"
37,14,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
36,8,"ZStack:[types=['Image', 'SVG'], roles=['Decoration']]"
36,18,"Group:[types=['HStack'], roles=['Description', 'Separator']]"
36,13,"Group:[types=['Chart', 'Text'], roles=['Description', 'Highlight', 'Title']]"
36,19,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
36,19,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
36,23,"Group:[types=['HStack', 'Text'], roles=['Description', 'Subtitle', 'Title']]"
36,14,"Group:[types=['SVG', 'Text'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
36,12,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Description', 'Marker', 'Separator']]"
36,14,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Marker', 'Title']]"
35,18,"Group:[types=['Image', 'VStack'], roles=['Description']]"
35,15,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
34,3,"ZStack:[types=['HStack', 'SVG'], roles=['Decoration', 'Description']]"
34,22,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
34,18,"Group:[types=['HStack', 'SVG'], roles=['Highlight', 'Separator']]"
34,9,"Group:[types=['Text', 'VStack'], roles=['Description', 'Separator']]"
34,17,"Group:[types=['Chart', 'SVG'], roles=['Description', 'Separator']]"
33,14,"Group:[types=['HStack', 'SVG'], roles=['Decoration', 'Separator']]"
33,19,"Group:[types=['Table', 'Text'], roles=['Description']]"
33,14,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator', 'Title']]"
33,19,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration']]"
33,22,"Group:[types=['Image', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
33,17,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Decoration', 'Highlight']]"
33,22,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Description']]"
33,22,"Group:[types=['Image', 'Text'], roles=['Background', 'Description', 'Title']]"
33,15,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
33,15,"Group:[types=['Group', 'VStack'], roles=['Background', 'Description', 'Marker']]"
33,14,"Group:[types=['Group'], roles=['Description', 'Subtitle', 'Title']]"
33,21,"Group:[types=['HStack'], roles=['Decoration']]"
32,17,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Description', 'Separator']]"
32,20,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Title']]"
32,15,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
32,14,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Description']]"
32,18,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
32,10,"Group:[types=['Group', 'SVG'], roles=['Description', 'Marker', 'Separator']]"
32,8,"Group:[types=['Group', 'SVG'], roles=['Description', 'Marker']]"
31,14,"Group:[types=['Group', 'Image', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
31,19,"Group:[types=['Group', 'Text'], roles=['Description', 'Highlight', 'Subtitle', 'Title']]"
31,23,"Group:[types=['Group', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
31,20,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
31,7,"Group:[types=['Image'], roles=['Decoration', 'Marker']]"
31,27,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description']]"
31,10,"Group:[types=['Chart', 'Group', 'Text'], roles=['Description', 'Title']]"
31,12,"Group:[types=['Text'], roles=['Description', 'Subtitle']]"
31,19,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
31,14,"Group:[types=['Group', 'VStack'], roles=['Background', 'Highlight']]"
31,20,"Group:[types=['HStack', 'Text'], roles=['Decoration', 'Title']]"
31,14,"Group:[types=['Text', 'VStack'], roles=['Decoration', 'Title']]"
30,13,"Group:[types=['Group', 'Text', 'VStack'], roles=['Description', 'Highlight']]"
30,20,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
30,12,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
30,16,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
30,9,"Group:[types=['Chart', 'Group'], roles=['Decoration', 'Description']]"
30,11,"Group:[types=['Table', 'VStack'], roles=['Background', 'Description']]"
30,8,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Marker', 'Title']]"
30,12,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
30,17,"Group:[types=['Group', 'HStack'], roles=['Decoration', 'Description', 'Highlight']]"
30,13,"Group:[types=['Chart', 'VStack'], roles=['Description', 'Title']]"
30,15,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
29,15,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description']]"
29,21,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
29,14,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration', 'Description', 'Title']]"
29,13,"Group:[types=['Group', 'HStack'], roles=['Decoration', 'Highlight']]"
29,17,"Group:[types=['Group', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
29,18,"Group:[types=['SVG', 'Text'], roles=['Background', 'Highlight', 'Separator']]"
29,13,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight']]"
29,15,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
29,6,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
29,15,"Group:[types=['Group', 'SVG'], roles=['Background', 'Highlight', 'Title']]"
29,19,"Group:[types=['Group', 'SVG'], roles=['Background', 'Highlight']]"
29,17,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Highlight', 'Subtitle', 'Title']]"
28,6,"ZStack:[types=['SVG', 'Text'], roles=['Decoration', 'Title']]"
28,5,"ZStack:[types=['SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
28,11,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Decoration', 'Description', 'Highlight']]"
28,20,"Group:[types=['Group', 'LayeredDiagram'], roles=['Decoration', 'Description']]"
28,21,"Group:[types=['HStack', 'VStack'], roles=['Decoration', 'Title']]"
28,17,"Group:[types=['HStack'], roles=['Description', 'Title']]"
28,17,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
28,14,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Separator', 'Title']]"
28,17,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Title']]"
28,13,"Group:[types=['Group', 'Text'], roles=['Description', 'Separator', 'Title']]"
28,7,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Marker']]"
28,22,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Background', 'Description', 'Title']]"
28,14,"Group:[types=['SVG'], roles=['Highlight']]"
27,17,"Group:[types=['Text', 'VStack'], roles=['Description', 'Subtitle', 'Title']]"
27,17,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Subtitle']]"
27,15,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Description', 'Separator']]"
27,15,"Group:[types=['HStack', 'VStack'], roles=['Description', 'Separator']]"
27,12,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Description', 'Marker']]"
27,19,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
27,15,"Group:[types=['Table', 'Text'], roles=['Description', 'Title']]"
26,5,"ZStack:[types=['SVG', 'Text'], roles=['Decoration', 'Description']]"
26,1,"ZStack:[types=['Image'], roles=['Decoration', 'Marker']]"
26,1,"ZStack:[types=['HStack', 'SVG'], roles=['Decoration']]"
26,7,"Group:[types=['SVG', 'Text'], roles=['Marker', 'Separator', 'Title']]"
26,12,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Description', 'Separator']]"
